"id","username","date","time","tweet","replies_count","retweets_count","likes_count","mentions"
1.21781e18,"realdonaldtrump",2020-01-16,"21:59:15","Cryin’ Chuck Schumer is saying privately that the new China Trade Deal is  unbelievable, which it is, but publicly he knocks it whenever possible. That’s politics, but so bad for our great Country!",14954,27496,132290,"[]"
1.2178e18,"realdonaldtrump",2020-01-16,"21:41:21","One of the greatest trade deals ever made! Also good for China and our long term relationship. 250 Billion Dollars will be coming back to our Country, and we are now in a great position for a Phase Two start. There has never been anything like this in U.S. history! USMCA NEXT!",15313,33499,163844,"[]"
1.21201e18,"realdonaldtrump",2019-12-31,"22:16:40","I will be signing our very large and comprehensive Phase One Trade Deal with China on January 15. The ceremony will take place at the White House. High level representatives of China will be present. At a later date I will be going to Beijing where talks will begin on Phase Two!",8832,22014,94225,"[]"
1.20805e18,"realdonaldtrump",2019-12-20,"23:24:23","Had a very good talk with President Xi of China concerning our giant Trade Deal. China has already started large scale purchaes of agricultural product & more. Formal signing being arranged. Also talked about North Korea, where we are working with China, & Hong Kong (progress!).",11565,20418,92297,"[]"
1.20695e18,"realdonaldtrump",2019-12-17,"22:48:50",".@FoxNews  “Trump wins major victories in China and USMCA trade deals, defense spending and Space Force.” Thank you!",3657,13047,56230,"['foxnews']"
1.20645e18,"realdonaldtrump",2019-12-16,"13:28:18","....energy independence, manufacturing resilience, illegal immigration coming down, the Wall going up, China confronted, the caliphate defeated, NAFTA renegotiated, our military rebuilt, NATO paying more, regulations costing less,.......and much more. This is why they’re....",1258,9575,38483,"[]"
1.20593e18,"realdonaldtrump",2019-12-15,"03:09:26","Chuck Schumer sat for years during the Obama Administration and watched as China ripped off the United States. He & the Do Nothing Democrats did NOTHING as this $ carnage took place. Now, without even seeing it, he snipes at our GREAT new deal with China. Too bad Cryin’ Chuck!",14499,31256,118678,"[]"
1.20551e18,"realdonaldtrump",2019-12-13,"23:25:47","We have agreed to a very large Phase One Deal with China. They have agreed to many structural changes and massive purchases of Agricultural Product, Energy, and Manufactured Goods, plus much more. The 25% Tariffs will remain as is, with 7 1/2% put on much of the remainder....",10601,24523,95592,"[]"
1.20549e18,"realdonaldtrump",2019-12-13,"22:06:40","The Wall Street Journal story on the China Deal is completely wrong, especially their statement on Tariffs. Fake News. They should find a better leaker!",10783,25854,105858,"[]"
1.20513e18,"realdonaldtrump",2019-12-12,"22:35:47","Getting VERY close to a BIG DEAL with China. They want it, and so do we!",17752,27210,152167,"[]"
1.20372e18,"realdonaldtrump",2019-12-09,"00:50:13","....Biden on the board of the largest natural gas company in Ukraine, getting paid $83,000 a month, 10 times as much as a board member of @exxonmobil.” Thank you Ted. He also  made a fortune from China and others, but zero before his father became V.P. @MeetThePress",3944,11373,37896,"['exxonmobil', 'meetthepress']"
1.2037e18,"realdonaldtrump",2019-12-08,"23:17:28","....with the U.S. Presidential Election in November. North Korea, under the leadership of Kim Jong Un, has tremendous economic potential, but it must denuclearize as promised. NATO, China, Russia, Japan, and the entire world is unified on this issue!",2649,8288,32929,"[]"
1.20311e18,"realdonaldtrump",2019-12-07,"08:28:48","Why is the World Bank loaning money to China? Can this be possible? China has plenty of money, and if they don’t, they create it. STOP!",13469,34040,133444,"[]"
1.20146e18,"realdonaldtrump",2019-12-02,"19:11:04","U.S. Markets are up as much as 21% since the announcement of Tariffs on 3/1/2018 - and the U.S. is taking in massive amounts of money (and giving some to our farmers, who have been targeted by China)!",6378,13351,57839,"[]"
1.19646e18,"realdonaldtrump",2019-11-19,"00:01:42","Just finished a very good & cordial meeting at the White House with Jay Powell of the Federal Reserve. Everything was discussed including interest rates, negative interest, low inflation, easing, Dollar strength & its effect on manufacturing, trade with China, E.U. & others, etc.",8465,16525,73186,"[]"
1.1961e18,"realdonaldtrump",2019-11-18,"00:08:11","Our great Farmers will recieve another major round of “cash,” compliments of China Tariffs, prior to Thanksgiving. The smaller farms and farmers will be big beneficiaries. In the meantime, and as you may have noticed, China is starting to buy big again. Japan deal DONE. Enjoy!",34206,23788,99306,"[]"
1.19421e18,"realdonaldtrump",2019-11-12,"19:25:15","....Ukrainian energy company, and more millions taken from China, and now reports of other companies and countries also giving him big money, are certainly looking very corrupt (to put it mildly!) to me. Both Bidens should be forced to testify in this No Due Process Scam!",5036,11871,47699,"[]"
1.18991e18,"realdonaldtrump",2019-10-31,"22:37:45","....our manufacturers. We should have lower interest rates than Germany, Japan and all others. We are now, by far, the biggest and strongest Country, but the Fed puts us at a competitive disadvantage. China is not our problem, the Federal Reserve is! We will win anyway.",4109,11173,45532,"[]"
1.1899e18,"realdonaldtrump",2019-10-31,"21:24:32","China and the USA are working on selecting a new site for signing of Phase One of Trade Agreement, about 60% of total deal, after APEC in Chile was canceled do to unrelated circumstances. The new location will be announced soon. President Xi and President Trump will do signing!",7179,17161,75273,"[]"
1.1839e18,"realdonaldtrump",2019-10-15,"08:21:30","A big scandal at @ABC News. They got caught using really gruesome FAKE footage of the Turks bombing in Syria. A real disgrace. Tomorrow they will ask softball questions to Sleepy Joe Biden’s son, Hunter, like why did Ukraine & China pay you millions when you knew nothing? Payoff?",21165,33237,111063,"['abc']"
1.18382e18,"realdonaldtrump",2019-10-15,"03:10:51","....and Assad to protect the land of our enemy? Anyone who wants to assist Syria in protecting the Kurds is good with me, whether it is Russia, China, or Napoleon Bonaparte. I hope they all do great, we are 7,000 miles away!",13561,16388,70372,"[]"
1.1835e18,"realdonaldtrump",2019-10-14,"05:50:14","CHINA HAS ALREADY BEGUN AGRICULTURAL PURCHASES FROM OUR GREAT PATRIOT FARMERS & RANCHERS!",13326,19475,94930,"[]"
1.1835e18,"realdonaldtrump",2019-10-14,"05:47:19","....I agreed not to increase Tariffs from 25% to 30% on October 15th. They will remain at 25%. The relationship with China is very good. We will finish out the large Phase One part of the deal, then head directly into Phase Two. The Phase One Deal can be finalized & signed soon!",3456,11543,50772,"[]"
1.1835e18,"realdonaldtrump",2019-10-14,"05:47:19","My deal with China is that they will IMMEDIATELY start buying very large quantities of our Agricultural Product, not wait until the deal is signed over the next 3 or 4 weeks. THEY HAVE ALREADY STARTED! Likewise financial services and other deal aspects, start preparing....",6113,15690,69370,"[]"
1.18302e18,"realdonaldtrump",2019-10-12,"22:09:12","The deal I just made with China is, by far, the greatest and biggest deal ever made for our Great Patriot Farmers in the history of our Country. In fact, there is a question as to whether or not this much product can be produced? Our farmers will figure it out. Thank you China!",16112,23802,105722,"[]"
1.18286e18,"realdonaldtrump",2019-10-12,"11:25:34","So funny to watch Steve Kerr grovel and pander when asked a simple question about China. He chocked, and looks weak and pathetic. Don’t want him at the White House!",28931,19871,103379,"[]"
1.18266e18,"realdonaldtrump",2019-10-11,"22:15:49","One of the great things about the China Deal is the fact that, for various reasons, we do not have to go through the very long and politically complex Congressional Approval Process. When the deal is fully negotiated, I sign it myself on behalf of our Country. Fast and Clean!",10141,15475,74192,"[]"
1.18265e18,"realdonaldtrump",2019-10-11,"21:49:09","Good things are happening at China Trade Talk Meeting. Warmer feelings than in recent past, more like the Old Days. I will be meeting with the Vice Premier today. All would like to see something significant happen!",10056,16157,83979,"[]"
1.18229e18,"realdonaldtrump",2019-10-10,"21:49:52","Big day of negotiations with China. They want to make a deal, but do I? I meet with the Vice Premier tomorrow at The White House.",20487,17657,94355,"[]"
1.18123e18,"realdonaldtrump",2019-10-07,"23:20:48","I was elected on getting out of these ridiculous endless wars, where our great Military functions as a policing operation to the benefit of people who don’t even like the USA. The two most unhappy countries at this move are Russia & China, because they love seeing us bogged.....",9684,19749,84842,"[]"
