"﻿""id""",username,date,time,tweet,replies_count,retweets_count,likes_count,mentions,pos_neg,pos,neg
1.24107e18,hassanrouhani,2020-03-21,02:41:27,"In a pandemic Tehran, Paris, London and Washington are not far apart and any undermining of Iran’s health system will cripple the global fight against this pandemic. #COVID19 is a matter of life and death and countering it is the duty of all nations.

 http://president.ir/en/114343 ",650,493,1865,[],Negative,0.03355218433575476,0.9664478156642424
